3264,Abdelmalek Cherrad,01/14/81,185.42,165,62,73,right,None,None,49,64,65,54,58,58,46,44,27,64,69,54,66,58,62,63,74,58,61,59,52,30,74,66,41,30,34,36,13,7,7,9,13
467485,Abdelmalek El Hasnaoui,02/09/94,180.34,159,63,72,left,medium,medium,42,52,39,64,40,72,67,45,56,67,75,78,82,62,72,48,65,62,53,52,40,23,46,64,46,32,33,40,8,13,8,15,8
306735,Abdelouahed Chakhsi,10/01/86,182.88,170,56,62,right,high,medium,54,37,48,62,31,56,35,39,56,58,69,62,56,55,59,56,71,71,71,50,51,48,56,55,45,56,61,53,10,7,8,11,10
41659,Abderrazak Jadid,06/01/83,177.8,157,63,63,right,medium,medium,57,53,58,69,57,59,69,68,66,64,65,67,71,67,70,67,57,62,57,61,58,47,63,67,57,47,39,37,8,15,16,9,11
31684,Abdeslam Ouaddou,11/01/78,190.5,181,73,76,right,None,None,56,34,70,70,0,56,0,26,71,60,69,68,0,70,0,72,0,81,79,58,73,73,70,0,68,76,75,0,5,23,71,23,23
32637,Abdessalam Benjelloun,01/28/85,187.96,179,61,65,right,None,None,42,60,54,52,0,51,0,42,35,60,74,77,0,52,0,71,0,61,71,59,30,52,57,0,66,22,27,0,7,20,35,20,20
563215,Abdou Diallo,05/04/96,182.88,159,66,77,left,medium,medium,42,30,61,59,37,47,41,32,67,50,67,69,46,59,64,42,76,72,68,24,72,57,30,33,41,67,73,70,12,7,7,7,8
41093,Abdou Traore,01/17/88,180.34,174,70,70,right,medium,medium,62,63,60,77,62,75,66,49,74,75,73,69,76,68,69,66,51,61,63,61,56,64,57,72,48,63,64,61,8,14,15,11,9
564712,Abdoul Ba,02/08/94,200.66,212,64,70,right,medium,medium,35,30,56,57,32,36,27,30,33,52,54,49,47,56,25,41,33,52,95,27,49,59,28,31,47,65,71,66,9,11,13,12,15
67334,Abdoul Karim Yoda,10/25/88,182.88,161,72,73,left,medium,medium,67,70,50,71,46,74,55,53,59,73,84,88,74,62,62,71,71,77,67,53,64,44,68,64,53,42,47,43,12,15,14,11,6
173955,Abdoul Razzagui Camara,02/20/90,177.8,157,72,73,left,medium,medium,69,72,64,69,63,76,69,49,64,73,85,84,78,65,74,76,71,72,70,70,68,26,71,74,52,20,29,27,11,16,13,12,16
39562,Abdoulay Konko,03/09/84,182.88,157,75,75,right,high,medium,75,50,66,78,65,71,68,57,74,74,79,79,79,76,72,71,76,69,75,64,73,77,68,57,50,70,75,74,12,15,10,11,14
191784,Abdoulaye Ba,01/01/91,198.12,174,73,77,right,low,medium,35,22,81,58,30,35,36,59,42,53,40,53,34,63,31,58,73,64,83,50,81,70,25,40,68,74,76,71,11,12,12,15,15
210400,Abdoulaye Bamba,04/25/90,182.88,150,69,71,right,medium,medium,67,28,61,64,49,52,58,49,60,63,80,77,81,67,62,50,74,80,71,53,63,67,22,57,38,65,68,68,14,13,8,7,8
201915,Abdoulaye Diaby,05/21/91,172.72,154,73,76,left,high,medium,67,80,66,69,69,68,53,49,63,61,90,91,87,73,81,70,79,78,58,63,51,43,78,66,63,43,44,46,12,14,8,7,9
194479,Abdoulaye Diallo Sadio,12/28/90,182.88,168,73,75,right,None,5,64,69,68,75,69,76,64,72,67,75,74,76,74,73,60,73,71,71,74,72,54,49,66,71,68,44,36,24,8,14,14,8,13
189181,Abdoulaye Diallo,03/30/92,187.96,174,69,74,right,medium,medium,12,11,13,34,14,15,15,14,25,17,42,40,57,71,52,19,66,31,75,12,18,24,11,24,20,19,20,12,70,63,63,70,75
352887,Abdoulaye Doucoure,01/01/93,182.88,165,73,79,right,high,medium,68,70,66,75,67,75,41,42,74,75,65,67,60,68,64,75,71,83,75,74,75,71,58,77,45,69,71,65,15,12,12,15,14
40005,Abdoulaye Faye,02/26/78,187.96,218,67,67,right,low,medium,29,45,72,51,34,40,29,29,55,46,26,33,31,63,47,55,62,52,84,31,75,65,31,42,33,67,69,64,10,14,10,14,7
409003,Abdoulaye Keita,01/05/94,175.26,165,60,68,right,medium,medium,45,34,54,65,43,54,39,40,62,63,57,64,59,58,74,61,59,58,60,55,60,65,57,59,54,47,64,59,14,7,13,11,9
37280,Abdoulaye Meite,10/06/80,185.42,181,65,65,right,medium,medium,36,26,72,51,30,31,31,28,47,49,47,34,35,56,45,45,67,58,79,38,76,62,48,42,52,64,63,61,6,15,7,14,12
439366,Abdoulaye Toure,03/03/94,187.96,170,64,74,right,low,high,46,34,66,68,39,57,41,49,67,58,65,55,46,69,41,57,59,68,81,61,67,62,35,60,39,57,62,58,8,15,9,9,7
148827,Abdoulwahid Sissoko,03/20/90,182.88,165,69,71,left,high,medium,70,53,61,71,58,54,54,47,67,73,67,69,71,73,62,72,68,72,74,52,74,67,66,64,52,58,70,65,14,10,10,7,8
173011,Abdourahman Dampha,12/27/91,182.88,168,63,73,right,medium,medium,67,52,52,66,41,59,59,62,58,62,73,81,66,64,60,73,70,65,69,68,59,56,55,53,56,36,46,36,11,11,5,5,13
419681,Abdul Aziz Tetteh,02/10/89,182.88,190,67,68,right,medium,high,46,36,48,66,50,63,73,31,63,64,60,63,60,67,50,63,73,75,86,66,69,66,60,65,44,68,68,62,11,11,8,15,15
196947,Abdul Majeed Waris,09/19/91,172.72,157,72,76,right,medium,low,56,71,63,67,65,74,49,51,56,75,93,92,79,64,83,74,90,73,65,64,56,36,70,71,65,37,33,34,3,3,3,3,3
89405,Abdul Osman,02/27/87,182.88,154,66,66,right,medium,high,48,34,62,64,30,55,43,33,56,63,66,70,57,65,72,33,71,83,75,25,76,67,46,47,39,65,68,61,8,9,6,12,16
324910,Abdul Rahman Baba,07/02/94,177.8,154,77,84,left,high,medium,80,48,67,73,41,76,67,23,67,77,85,86,78,74,74,59,74,79,71,47,73,72,56,55,42,73,79,78,12,11,6,11,10
67952,Abdul-Yakinu Iddi,05/25/86,172.72,146,64,65,left,medium,medium,50,46,47,62,53,73,51,55,61,71,73,70,81,66,85,60,76,71,46,58,48,48,53,61,47,34,48,46,5,9,10,11,14
31012,Abdulkader Keita,08/06/81,182.88,172,82,82,right,medium,medium,75,72,77,73,69,86,69,57,76,83,92,88,84,81,65,88,78,81,89,78,75,37,85,70,84,13,28,23,6,7,8,7,15
176301,Abdulla Fatadi,11/02/85,175.26,172,57,58,right,medium,low,47,60,37,62,42,67,53,39,58,64,78,76,69,51,69,57,56,67,80,40,47,33,40,50,48,37,33,42,12,14,7,13,14
307227,Abdullah Al Hafith,12/25/92,187.96,165,63,68,right,medium,high,36,34,62,41,40,38,33,34,43,49,64,66,65,58,54,42,70,72,70,39,80,65,30,42,44,61,63,57,16,12,8,11,7
176302,Abdullah Omar,01/01/87,175.26,157,62,66,right,le,ean,61,45,53,63,44,66,53,52,56,61,70,63,80,63,56,63,58,61,58,57,58,51,49,60,56,52,54,47,8,9,12,15,11
525595,Abdullahi Shehu,03/12/93,180.34,159,71,76,right,medium,medium,70,36,59,76,40,65,51,47,74,70,75,75,66,76,65,62,75,82,69,48,68,70,73,67,51,59,68,72,9,16,14,11,15
24385,Abel Aguilar,01/06/85,185.42,176,73,73,right,low,high,57,59,73,75,51,65,61,62,69,70,44,38,56,70,60,71,67,73,78,60,86,77,68,70,59,67,81,61,12,11,15,6,11
29904,Abel Gomez,02/20/82,182.88,165,70,70,right,medium,medium,63,58,42,79,55,64,80,78,82,75,40,34,42,72,55,82,48,64,63,78,62,71,67,77,67,54,62,49,14,11,12,7,7
105548,Abel Hernandez,08/08/90,185.42,161,73,76,left,medium,low,47,71,73,67,74,71,73,58,42,73,86,86,84,74,63,73,74,70,70,66,59,24,74,57,81,19,29,21,14,6,8,6,9
172875,Abel Issa Camara,01/06/90,185.42,179,69,71,right,medium,medium,68,70,67,60,54,69,65,40,51,65,66,76,68,67,61,75,80,75,75,74,66,12,67,60,69,14,17,20,7,9,8,13,8
302985,Abel Khaled,11/09/92,180.34,148,61,70,right,medium,medium,58,54,42,56,54,75,63,66,54,61,75,70,72,42,58,66,55,49,42,48,26,28,52,52,61,22,30,31,14,11,14,12,12
240556,Abel Tamata,12/05/90,182.88,170,68,71,right,high,medium,63,50,66,66,42,66,40,41,59,64,70,69,69,66,60,48,82,72,72,51,72,70,40,49,55,70,70,71,9,6,7,10,8
40938,Abel,12/22/78,177.8,165,73,75,right,None,o,73,53,59,78,48,70,51,50,74,74,75,76,74,75,75,73,74,77,77,54,74,67,69,75,66,73,74,72,7,5,7,13,10
37422,Abella Perez Damia,04/15/82,187.96,174,71,71,right,high,medium,82,46,52,61,49,62,59,59,62,66,70,71,69,75,43,67,71,88,80,58,80,75,55,61,46,65,70,69,13,9,12,19,12
114503,Abiola Dauda,02/03/88,180.34,165,67,67,right,medium,low,43,78,57,57,64,61,49,42,48,58,77,78,72,63,73,75,47,62,67,65,52,34,64,44,45,34,31,23,16,15,7,12,13
27277,Abou Diaby,05/11/86,193.04,168,75,75,right,medium,medium,69,65,77,74,75,79,63,58,72,80,73,77,74,74,56,84,65,73,83,70,77,72,75,77,74,69,74,73,13,7,13,9,12
181344,Aboubacar Tandia,10/05/83,193.04,185,62,65,right,None,None,41,63,66,54,53,54,36,32,44,57,67,60,54,61,81,70,73,64,82,45,49,24,65,50,46,19,22,21,7,15,6,5,6
581141,Aboubakar Kamara,03/07/95,177.8,168,61,70,right,medium,medium,33,65,67,59,52,63,45,43,42,61,64,65,59,59,69,59,66,62,57,55,33,13,58,50,72,22,23,21,6,14,12,7,11
80592,Aboubakar Oumarou,04/01/87,182.88,168,65,65,right,None,1,56,61,64,58,56,66,38,45,38,62,81,80,78,64,74,68,84,66,68,58,58,38,66,60,64,23,34,36,9,10,7,11,13
165706,Abraham Gonzalez,07/16/85,177.8,176,73,73,right,medium,medium,69,57,47,85,47,60,81,72,82,73,49,38,61,70,59,77,33,66,61,73,70,68,64,76,63,68,71,65,10,8,6,11,10
210453,Abraham Guie Gneki,07/25/86,180.34,154,68,71,right,high,medium,44,73,61,56,68,68,48,40,40,67,81,79,68,70,71,65,75,72,56,59,67,22,62,46,40,12,16,19,9,12,12,6,5
208635,Abraham Kudemor,02/25/85,182.88,179,65,65,right,medium,high,46,48,68,62,36,47,28,43,59,58,73,71,70,65,52,71,80,78,86,56,84,64,54,51,45,63,67,64,11,5,14,11,15
213695,Abraham Minero,02/22/86,175.26,157,71,71,left,high,medium,69,41,65,69,36,71,76,58,61,72,80,77,79,69,77,69,73,72,76,60,69,72,67,67,57,71,72,70,11,8,7,14,11
33715,Abraham Paz Cruz,03/14/79,177.8,165,66,66,right,high,medium,49,43,71,64,49,50,72,57,78,66,60,63,56,59,67,59,80,70,76,42,69,65,43,52,71,55,64,69,8,12,12,11,5
41489,Achille Coser,07/14/82,185.42,174,61,61,left,medium,medium,25,25,25,25,25,25,25,25,31,22,42,42,49,60,30,40,66,35,61,25,32,25,25,25,22,25,25,25,60,61,53,62,64
25571,Achille Emana,06/05/82,180.34,170,76,76,right,high,low,64,68,60,82,67,78,68,71,71,81,66,67,63,74,80,80,62,34,91,70,70,55,67,81,76,44,59,58,8,16,12,11,12
660145,Achille Vaarnold,01/26/96,175.26,157,61,71,left,medium,medium,57,50,40,54,59,67,65,40,48,63,77,82,74,55,77,34,70,55,48,44,44,23,55,55,39,24,23,22,7,6,13,6,15
45960,Achmed Ahahaoui,12/06/83,177.8,152,67,69,right,None,o,67,66,46,62,62,68,70,68,47,70,72,76,70,67,61,62,59,72,55,66,46,30,60,68,46,33,21,23,7,15,5,8,6
293235,Achraf Lazaar,09/22/92,182.88,168,73,78,left,high,high,73,43,57,69,51,75,67,40,67,77,79,82,78,75,70,77,70,85,65,71,71,67,63,59,48,69,73,73,10,11,6,13,13
34487,Aco Stojkov,04/29/83,177.8,165,59,62,right,None,None,59,57,62,58,0,56,0,34,38,62,62,60,0,55,0,65,0,66,61,48,61,61,60,0,47,23,27,0,12,23,38,23,23
26331,Adailton,04/14/83,190.5,187,67,67,right,medium,medium,43,39,73,56,33,45,28,41,53,52,33,53,47,65,47,71,34,51,84,52,76,59,31,53,48,68,72,66,15,11,11,15,9
41749,Adailton,01/24/77,175.26,161,73,74,left,None,None,68,75,65,72,0,73,0,75,66,74,73,70,0,73,0,76,0,65,69,74,60,73,74,0,72,21,52,0,9,22,66,22,22
495841,Adalberto Penaranda,05/31/97,182.88,172,72,84,right,medium,medium,49,78,71,63,56,74,45,43,49,73,82,81,60,71,60,73,61,64,63,70,35,20,69,59,77,20,20,21,6,14,13,8,6
519835,Adam Armstrong,02/10/97,172.72,152,67,83,right,high,medium,45,71,57,59,56,67,68,61,55,64,90,92,76,61,88,65,75,72,58,67,78,36,70,48,68,20,17,21,10,13,13,12,7
68840,Adam Banas,12/25/82,185.42,174,63,63,right,high,medium,25,45,69,44,56,54,33,61,54,47,63,59,71,72,62,61,63,74,80,51,66,67,81,52,65,54,63,61,9,10,9,6,11
27534,Adam Bodzek,09/07/85,182.88,174,69,69,right,medium,medium,49,46,64,64,54,57,65,63,64,63,58,53,66,68,63,66,80,75,75,59,71,71,50,58,57,68,72,70,11,15,15,8,10
157303,Adam Bogdan,09/27/87,193.04,198,73,73,right,medium,medium,15,11,11,16,11,11,18,12,12,18,52,56,35,67,41,16,63,33,74,14,20,24,13,38,18,15,11,16,77,71,66,71,78
563198,Adam Brown,06/09/95,177.8,141,52,65,right,medium,medium,54,47,35,53,45,58,41,33,49,51,61,69,55,33,72,55,43,53,47,37,30,25,42,51,55,31,25,26,13,13,6,11,14
557396,Adam Buksa,07/12/96,190.5,172,62,75,right,high,medium,50,64,63,55,59,62,52,44,51,59,67,71,60,52,48,57,70,64,72,46,51,24,65,58,65,21,23,21,7,13,10,6,14
365666,Adam Campbell,01/01/95,170.18,161,59,69,right,high,medium,39,63,57,58,56,62,40,37,42,60,81,90,76,61,81,56,81,53,51,54,31,16,60,46,66,20,19,14,15,12,15,8,8
180197,Adam Collin,12/09/84,190.5,172,66,66,right,medium,medium,21,18,23,26,22,14,15,23,37,19,33,31,43,65,48,23,55,27,66,19,33,18,13,47,22,13,21,21,69,62,59,64,69
310346,Adam Cummins,03/03/93,187.96,172,59,69,right,medium,medium,46,25,65,53,24,41,25,22,33,57,54,55,54,46,33,55,71,60,71,24,54,54,33,32,22,59,59,56,9,8,6,9,13
68962,Adam Danch,12/15/87,182.88,179,66,66,right,medium,medium,54,50,62,59,31,54,31,28,59,58,65,63,70,65,61,56,85,59,74,33,62,77,57,44,44,60,64,64,9,10,6,15,16
429870,Adam Deja,06/24/93,185.42,181,62,69,right,medium,high,49,39,51,67,43,64,35,40,64,66,69,66,54,63,54,59,62,74,78,40,65,54,53,57,45,52,61,57,11,11,14,14,6
23133,Adam Drury,08/29/78,180.34,161,64,64,left,medium,medium,61,29,58,64,25,61,60,41,57,71,64,52,61,59,65,39,65,64,67,44,61,65,41,54,44,67,70,68,7,7,15,6,14
420209,Adam Drury,09/09/93,177.8,152,57,69,right,medium,medium,67,52,52,53,37,61,44,33,48,55,74,78,57,46,63,44,73,52,43,40,25,47,51,40,64,55,52,48,10,7,14,15,7
308280,Adam Duda,04/29/91,187.96,170,60,65,right,medium,medium,42,59,65,43,48,57,40,31,29,52,58,57,61,60,58,63,65,58,72,56,70,26,65,46,62,33,33,41,11,13,14,7,6
361712,Adam Dzwigala,09/25/95,185.42,176,60,68,right,medium,medium,37,32,67,60,38,44,53,39,58,61,69,68,61,54,64,61,71,76,73,56,57,50,55,52,61,62,64,60,8,6,15,14,13
38617,Adam Federici,01/31/85,187.96,198,73,73,right,medium,medium,19,18,18,28,32,19,27,21,25,27,47,49,50,72,42,17,73,41,72,14,44,22,16,63,41,20,11,18,75,69,82,70,75
173993,Adam Fraczczak,08/07/87,182.88,168,68,68,right,high,medium,72,55,68,64,57,63,64,63,66,59,77,83,75,64,71,65,80,90,75,62,83,59,68,74,70,62,67,66,15,8,6,10,11
277313,Adam Gyurcso,03/06/91,180.34,132,69,73,right,high,medium,71,68,58,66,65,70,59,65,59,64,81,78,68,58,80,68,66,67,46,59,54,34,68,77,67,14,17,22,8,8,12,8,10
40568,Adam Hammill,01/25/88,177.8,163,65,65,right,medium,medium,67,63,37,61,64,70,63,66,60,67,77,73,68,60,69,68,47,63,57,67,49,43,59,56,53,45,48,46,6,7,8,6,8
281079,Adam Henley,06/14/94,177.8,170,66,76,right,medium,medium,61,35,62,61,34,65,43,39,57,63,79,76,65,66,81,37,62,72,52,29,58,65,51,48,47,63,69,62,12,11,6,15,8
89240,Adam Hlousek,12/20/88,187.96,168,69,69,left,medium,medium,71,54,66,69,58,68,73,76,66,68,69,75,65,73,63,73,66,77,72,60,68,61,70,64,61,67,70,69,9,13,13,8,10
24159,Adam Johnson,07/14/87,175.26,139,78,78,left,medium,medium,79,75,44,79,67,85,77,77,73,82,78,69,84,72,78,74,53,71,64,78,62,48,77,74,68,39,33,34,9,6,14,14,10
414208,Adam King,10/11/95,180.34,165,57,69,right,medium,medium,43,44,48,67,37,56,42,41,62,61,66,67,70,57,75,66,67,54,58,47,64,40,54,54,47,39,50,49,7,7,12,13,16
43317,Adam Kokoszka,10/06/86,187.96,181,67,67,right,low,medium,35,31,64,47,42,47,37,24,40,49,55,71,68,64,59,67,53,80,80,28,81,73,30,46,44,60,76,60,12,10,11,11,11
37234,Adam Lallana,05/10/88,172.72,161,80,80,right,high,medium,74,73,67,83,72,85,77,66,74,82,76,70,83,75,76,68,73,83,67,72,46,61,76,83,70,30,52,38,6,15,14,8,11
24952,Adam Le Fondre,12/02/86,175.26,161,70,70,right,high,low,56,75,66,65,70,62,66,53,53,69,76,74,70,73,77,66,75,70,60,62,47,34,74,66,79,19,21,14,8,7,6,6,16
209372,Adam Maher,07/20/93,175.26,143,74,80,right,medium,low,79,66,46,77,77,74,76,75,73,82,68,74,80,74,80,74,53,69,44,70,59,58,69,73,59,45,56,52,15,7,7,11,8
69518,Adam Marciniak,09/28/88,182.88,181,62,64,left,high,medium,36,47,59,60,21,33,29,57,56,44,69,63,62,63,62,74,65,71,75,59,69,71,39,39,46,59,70,68,6,9,12,15,10
478447,Adam Marusic,10/17/92,177.8,179,69,73,right,high,high,65,65,57,64,64,73,58,48,63,72,74,82,63,64,67,71,70,75,74,71,67,57,69,66,58,46,52,49,8,9,7,10,10
500502,Adam Masina,01/02/94,187.96,172,73,78,left,medium,medium,76,26,66,68,27,66,59,35,66,69,75,77,65,72,42,37,58,84,76,31,72,72,50,50,31,68,72,73,14,14,13,7,6
170593,Adam Matthews,01/13/92,177.8,157,73,77,right,high,medium,73,43,58,71,43,70,73,52,67,71,79,78,76,73,73,69,71,75,70,62,66,73,63,69,50,73,75,74,6,15,12,6,14
185336,Adam Matuschyk,02/14/89,180.34,165,71,72,right,medium,medium,58,57,66,74,63,68,54,57,71,72,67,66,74,70,75,73,73,75,64,74,59,66,63,71,51,67,68,70,9,8,11,15,14
69249,Adam Mojta,06/30/86,177.8,154,66,66,left,high,medium,72,53,60,62,48,62,56,37,58,61,72,70,58,70,75,59,69,79,57,52,74,54,58,57,59,67,62,65,10,12,12,14,10
407308,Adam Morgan,04/21/94,177.8,157,62,68,left,high,low,42,62,55,54,59,62,49,43,39,60,79,78,70,60,70,62,49,54,56,59,61,15,62,56,67,16,18,23,11,10,7,15,8
12245,Adam Nemec,09/02/85,190.5,198,66,66,left,medium,medium,44,65,78,53,62,55,50,43,42,59,55,55,34,65,43,78,67,55,86,63,48,34,64,42,56,15,13,12,9,16,8,15,15
684978,Adam Ounas,11/11/96,172.72,141,69,84,left,high,medium,65,68,51,64,61,77,68,62,63,69,80,78,81,64,81,69,53,66,39,66,55,44,60,60,60,44,54,47,8,6,8,7,12
306507,Adam Pazio,09/27/92,182.88,159,64,68,right,high,medium,65,36,56,64,42,62,59,30,59,61,83,80,58,54,74,66,59,64,57,51,58,52,49,44,44,66,64,65,13,12,11,14,13
73078,Adam Pinter,06/12/88,190.5,185,72,72,right,medium,high,43,36,76,68,40,51,35,48,67,61,40,52,35,65,47,74,49,74,90,35,83,76,52,61,52,63,77,59,6,14,13,14,7
31916,Adam Rooney,04/21/88,177.8,172,71,71,right,high,low,47,75,72,65,64,67,45,43,49,71,62,66,65,69,67,75,69,74,80,64,61,18,70,55,80,24,23,21,11,11,11,11,9
555649,Adam Ryczkowski,04/30/97,177.8,157,56,66,right,medium,medium,58,58,53,56,37,59,47,30,33,61,73,65,72,51,71,56,59,51,58,54,28,18,45,44,53,25,25,21,7,6,15,8,13
158861,Adam Sarota,12/28/88,182.88,161,67,69,right,high,high,63,55,59,71,57,65,66,67,66,68,66,69,68,69,69,66,72,83,69,60,66,65,64,65,60,56,64,53,14,11,6,10,15
160447,Adam Smith,04/29/91,180.34,179,70,74,right,high,medium,68,43,56,69,40,68,59,66,60,71,78,74,75,70,69,67,53,72,68,64,62,69,54,58,48,71,70,68,8,9,15,9,6
36774,Adam Szalai,12/09/87,193.04,201,74,74,right,medium,medium,49,74,80,71,67,70,58,42,48,73,53,65,62,75,59,80,65,68,86,61,74,41,74,66,76,27,41,13,14,12,6,16,9
243068,Adam Taggart,06/02/93,182.88,152,66,74,right,high,medium,58,66,50,62,60,67,65,38,56,72,78,76,82,68,67,69,57,71,61,71,55,45,69,63,60,29,32,31,16,15,12,8,14
71359,Adam Vass,09/09/88,180.34,165,66,70,right,medium,medium,61,45,58,74,47,61,62,61,72,69,68,70,65,63,65,59,67,71,75,61,75,59,55,67,57,50,63,66,8,10,15,9,11
495942,Adam Waszkiewicz,12/06/93,182.88,174,52,59,right,medium,medium,38,25,51,37,22,35,20,25,34,45,61,62,56,45,61,32,65,58,70,25,55,57,20,27,20,53,57,53,9,12,11,11,5
287224,Adama Ba,08/27/93,177.8,150,66,76,right,medium,medium,66,68,64,67,53,72,49,42,58,68,74,78,71,60,53,59,64,56,54,63,49,22,66,53,70,40,22,24,9,15,14,7,8
26136,Adama Coulibaly,09/10/80,185.42,183,64,64,right,medium,medium,34,38,69,56,31,44,46,42,59,56,49,45,48,63,57,54,60,62,72,46,71,64,33,47,34,62,63,60,14,12,6,13,15
164360,Adama Francois,11/30/89,193.04,176,67,69,right,medium,medium,53,35,69,56,45,44,37,38,48,52,48,53,33,61,32,54,56,66,89,40,80,63,30,41,54,65,67,61,8,12,9,6,7
357881,Adama Soumaoro,06/18/92,187.96,205,68,74,right,medium,medium,59,31,70,61,35,47,31,36,49,50,47,58,43,58,55,48,63,73,89,34,63,66,24,26,40,68,70,66,6,10,8,16,14
